,d_loss,g_loss
1,-0.6723789572715759,0.37416064739227295
2,0.258001446723938,-0.31829339265823364
3,-0.17686013877391815,0.2014845311641693
4,0.08674126863479614,0.12970678508281708
5,0.013804290443658829,0.0751626044511795
6,-0.4827878475189209,0.5432051420211792
7,-0.14742404222488403,0.8431172370910645
8,0.05699886754155159,0.7641695737838745
9,-0.03314772993326187,0.6198724508285522
10,-0.06766977161169052,0.5645263195037842
11,-0.25196388363838196,0.3079078495502472
12,-0.4719966948032379,0.5558193922042847
13,-0.4789147973060608,0.5254799127578735
14,-0.10097387433052063,0.6690360307693481
15,-0.10471677035093307,1.1538618803024292
16,-0.17312152683734894,0.6064113974571228
17,-0.32698896527290344,0.8378548622131348
18,-0.2698100805282593,0.7607014179229736
19,-0.15589632093906403,0.41395941376686096
20,-0.13301849365234375,0.712975025177002
21,-0.2996572256088257,0.6249092221260071
22,-0.35555922985076904,0.5537865161895752
23,-0.3189586102962494,0.693053126335144
24,-0.16937915980815887,1.2505221366882324
25,-0.0062308660708367825,0.49766314029693604
26,0.0635015070438385,0.7954807877540588
27,-0.06464803963899612,0.40430259704589844
28,-0.18404218554496765,0.5705491900444031
29,-0.18673911690711975,0.6537384986877441
30,-0.2537667155265808,-0.11944939196109772
31,-0.24035555124282837,0.26201319694519043
32,-0.1704111248254776,-0.36007365584373474
33,-0.10408223420381546,0.31550607085227966
34,-0.09326647222042084,0.053271204233169556
35,-0.1119590774178505,-0.077834852039814
36,-0.3114761412143707,0.18131563067436218
37,0.05345761030912399,0.22908267378807068
38,0.1151842549443245,0.1467835009098053
39,0.24338982999324799,0.11002613604068756
40,-0.013047341257333755,0.32104551792144775
41,-0.04635011777281761,-0.23540163040161133
42,-0.1952357143163681,0.45543575286865234
43,0.021773651242256165,0.051579639315605164
44,-0.09522971510887146,0.07721029967069626
45,0.008566204458475113,0.054937027394771576
46,-0.1931678205728531,0.10639077425003052
47,-0.1993923932313919,-0.09510188549757004
48,0.10718689113855362,0.01902267336845398
49,0.16535913944244385,-0.011935584247112274
50,-0.12295287847518921,0.1306253969669342
